332;air_base;1787.00;11.50;1802.00;2.89;0
332;bunker;1826.00;9.70;1835.00;0.38;0
332;bunker;1772.00;11.40;1822.00;3.05;0
332;fuel_silo;1829.00;11.15;1808.00;1.62;0
1;arms_factory;2119.00;9.90;1996.00;4.39;0
1;arms_factory;2101.00;10.00;2027.00;0.78;0
1;arms_factory;2107.00;9.90;2029.00;4.90;0
1;arms_factory;2112.00;9.90;2017.00;5.00;0
1;arms_factory;2105.00;9.90;2027.00;2.84;0
1;arms_factory;2094.00;9.95;2020.00;5.50;0
1;industrial_complex;2100.00;9.90;2040.00;0.78;0
1;industrial_complex;2110.00;9.88;2000.00;3.45;0
1;industrial_complex;2096.00;10.00;2032.00;1.29;0
1;industrial_complex;2101.00;9.88;2041.00;5.41;0
1;industrial_complex;2097.00;10.00;2037.00;5.51;0
1;industrial_complex;2100.00;9.90;2032.00;3.35;0
1;air_base;2114.00;9.90;2000.00;6.01;0
1;naval_base;2122.00;9.60;1996.00;0.38;26260
1;naval_base;2102.00;9.80;2042.00;-3.46;26021
1;naval_base;2111.00;9.85;2031.00;-3.14;26021
1;naval_base;2104.00;9.57;2001.00;-1.11;27749
1;naval_base;2090.00;9.50;2045.00;-1.25;29926
1;naval_base;2100.00;9.50;2005.00;0.00;27749
1;naval_base;2122.00;9.80;2018.00;-3.31;29925
1;naval_base;2090.00;9.50;2031.00;-1.25;29926
1;naval_base;2116.00;9.50;1986.00;0.00;26260
1;naval_base;2121.00;9.80;2019.00;-4.25;29925
1;naval_base;2089.00;9.50;2028.00;-2.03;29926
1;naval_base;2090.00;9.50;2016.00;-1.21;26967
1;bunker;2097.00;9.90;2042.00;1.46;0
1;bunker;2099.00;9.93;2012.00;5.58;0
1;bunker;2097.00;9.95;2019.00;1.96;0
1;bunker;2112.00;9.90;2018.00;6.08;0
1;bunker;2121.00;9.90;2006.00;6.18;0
1;bunker;2114.00;10.00;2005.00;4.02;0
1;bunker;2113.00;9.90;2028.00;0.41;0
1;bunker;2096.00;10.00;2031.00;3.07;0
1;bunker;2107.00;9.90;2031.00;6.09;0
1;bunker;2118.00;9.90;1996.00;2.47;0
1;bunker;2107.00;9.82;2000.00;5.13;0
1;bunker;2091.00;9.85;2033.00;1.52;0
1;bunker;2114.00;9.90;1994.00;4.54;0
1;bunker;2091.00;9.90;2023.00;5.74;0
1;coastal_bunker;2090.00;9.50;2046.00;-2.16;0
1;coastal_bunker;2123.00;9.85;2004.00;0.79;0
1;coastal_bunker;2090.00;9.50;2017.00;-0.32;0
1;coastal_bunker;2105.00;9.57;2000.00;-1.11;0
1;coastal_bunker;2121.00;9.60;1993.00;0.38;0
1;coastal_bunker;2095.00;9.60;2011.00;-1.74;0
1;coastal_bunker;2103.00;9.80;2040.00;-3.46;0
1;coastal_bunker;2113.00;9.57;1989.00;0.00;0
1;coastal_bunker;2118.00;9.82;2024.00;1.57;0
1;coastal_bunker;2090.00;9.50;2033.00;-1.25;0
1;coastal_bunker;2120.00;9.80;2021.00;-4.25;0
1;coastal_bunker;2090.00;9.50;2016.00;-1.21;0
1;dockyard;2103.00;9.80;2040.00;-3.46;0
1;anti_air_building;2098.00;9.90;2012.00;0.48;0
1;anti_air_building;2121.00;9.90;2008.00;3.14;0
